normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29475,29475.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28843,28843.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29418,29418.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28921,28921.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29334,29334.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29319,29319.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,42487,42487.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29403,29403.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,44593,44593.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29239,29239.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29834,29834.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29145,29145.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28875,28875.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27972,27972.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27891,27891.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28873,28873.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29024,29024.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29006,29006.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27849,27849.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28939,28939.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28734,28734.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28895,28895.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28833,28833.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,40005,40005.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27924,27924.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28808,28808.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28762,28762.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,37950,37950.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28791,28791.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28805,28805.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28785,28785.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29009,29009.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29465,29465.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28849,28849.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,37973,37973.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28989,28989.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27855,27855.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28794,28794.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,30832,30832.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29200,29200.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29342,29342.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29443,29443.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29215,29215.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,30778,30778.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29416,29416.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28766,28766.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29223,29223.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29181,29181.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28811,28811.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27853,27853.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,27990,27990.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,28823,28823.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,29156,29156.0000
normal_unrolling,Gamma,ASM,../src/tests/data/imagenes_a_testear/Labyrinth.128x64.bmp,1,42131,42131.0000
