O0,Broken,ASM,32x16,10846.0000
O0,Broken,ASM,32x16,10820.0000
O0,Broken,ASM,32x16,10834.0000
O0,Broken,ASM,32x16,10731.0000
O0,Broken,ASM,32x16,10629.0000
O0,Broken,ASM,32x16,10689.0000
O0,Broken,ASM,32x16,10246.0000
O0,Broken,ASM,32x16,10635.0000
O0,Broken,ASM,32x16,10642.0000
O0,Broken,ASM,32x16,10848.0000
O0,Broken,ASM,32x16,10709.0000
O0,Broken,ASM,32x16,10796.0000
O0,Broken,ASM,32x16,10830.0000
O0,Broken,ASM,32x16,10330.0000
O0,Broken,ASM,32x16,10291.0000
O0,Broken,ASM,32x16,10621.0000
O0,Broken,ASM,32x16,10659.0000
O0,Broken,ASM,32x16,10822.0000
O0,Broken,ASM,32x16,10619.0000
O0,Broken,ASM,32x16,11314.0000
O0,Broken,ASM,32x16,13096.0000
O0,Broken,ASM,32x16,15136.0000
O0,Broken,ASM,32x16,10769.0000
O0,Broken,ASM,32x16,10719.0000
O0,Broken,ASM,32x16,10780.0000
O0,Broken,ASM,32x16,10713.0000
O0,Broken,ASM,32x16,10385.0000
O0,Broken,ASM,32x16,11394.0000
O0,Broken,ASM,32x16,10898.0000
O0,Broken,ASM,32x16,10667.0000
O0,Broken,ASM,64x32,39933.0000
O0,Broken,ASM,64x32,39920.0000
O0,Broken,ASM,64x32,39888.0000
O0,Broken,ASM,64x32,39920.0000
O0,Broken,ASM,64x32,40067.0000
O0,Broken,ASM,64x32,39853.0000
O0,Broken,ASM,64x32,39926.0000
O0,Broken,ASM,64x32,39982.0000
O0,Broken,ASM,64x32,42406.0000
O0,Broken,ASM,64x32,40022.0000
O0,Broken,ASM,64x32,39928.0000
O0,Broken,ASM,64x32,39942.0000
O0,Broken,ASM,64x32,39981.0000
O0,Broken,ASM,64x32,39560.0000
O0,Broken,ASM,64x32,39918.0000
O0,Broken,ASM,64x32,43119.0000
O0,Broken,ASM,64x32,39855.0000
O0,Broken,ASM,64x32,39833.0000
O0,Broken,ASM,64x32,39750.0000
O0,Broken,ASM,64x32,39794.0000
O0,Broken,ASM,64x32,39990.0000
O0,Broken,ASM,64x32,39823.0000
O0,Broken,ASM,64x32,39947.0000
O0,Broken,ASM,64x32,39865.0000
O0,Broken,ASM,64x32,39757.0000
O0,Broken,ASM,64x32,39768.0000
O0,Broken,ASM,64x32,39816.0000
O0,Broken,ASM,64x32,39801.0000
O0,Broken,ASM,64x32,39880.0000
O0,Broken,ASM,64x32,39106.0000
O0,Broken,ASM,128x64,152737.0000
O0,Broken,ASM,128x64,152809.0000
O0,Broken,ASM,128x64,152822.0000
O0,Broken,ASM,128x64,152835.0000
O0,Broken,ASM,128x64,154030.0000
O0,Broken,ASM,128x64,153524.0000
O0,Broken,ASM,128x64,152891.0000
O0,Broken,ASM,128x64,152783.0000
O0,Broken,ASM,128x64,201894.0000
O0,Broken,ASM,128x64,153819.0000
O0,Broken,ASM,128x64,153632.0000
O0,Broken,ASM,128x64,153875.0000
O0,Broken,ASM,128x64,153699.0000
O0,Broken,ASM,128x64,153636.0000
O0,Broken,ASM,128x64,181417.0000
O0,Broken,ASM,128x64,153767.0000
O0,Broken,ASM,128x64,153833.0000
O0,Broken,ASM,128x64,152988.0000
O0,Broken,ASM,128x64,153592.0000
O0,Broken,ASM,128x64,178416.0000
O0,Broken,ASM,128x64,154074.0000
O0,Broken,ASM,128x64,153784.0000
O0,Broken,ASM,128x64,153529.0000
O0,Broken,ASM,128x64,153560.0000
O0,Broken,ASM,128x64,165524.0000
O0,Broken,ASM,128x64,166225.0000
O0,Broken,ASM,128x64,153656.0000
O0,Broken,ASM,128x64,153794.0000
O0,Broken,ASM,128x64,153829.0000
O0,Broken,ASM,128x64,153731.0000
O0,Broken,ASM,256x128,606200.0000
O0,Broken,ASM,256x128,603945.0000
O0,Broken,ASM,256x128,776394.0000
O0,Broken,ASM,256x128,604269.0000
O0,Broken,ASM,256x128,604872.0000
O0,Broken,ASM,256x128,622340.0000
O0,Broken,ASM,256x128,604597.0000
O0,Broken,ASM,256x128,607532.0000
O0,Broken,ASM,256x128,604245.0000
O0,Broken,ASM,256x128,715706.0000
O0,Broken,ASM,256x128,605112.0000
O0,Broken,ASM,256x128,653903.0000
O0,Broken,ASM,256x128,604530.0000
O0,Broken,ASM,256x128,604205.0000
O0,Broken,ASM,256x128,603984.0000
O0,Broken,ASM,256x128,611307.0000
O0,Broken,ASM,256x128,613433.0000
O0,Broken,ASM,256x128,611482.0000
O0,Broken,ASM,256x128,606108.0000
O0,Broken,ASM,256x128,609855.0000
O0,Broken,ASM,256x128,603620.0000
O0,Broken,ASM,256x128,614548.0000
O0,Broken,ASM,256x128,606237.0000
O0,Broken,ASM,256x128,603635.0000
O0,Broken,ASM,256x128,604657.0000
O0,Broken,ASM,256x128,603655.0000
O0,Broken,ASM,256x128,604309.0000
O0,Broken,ASM,256x128,604537.0000
O0,Broken,ASM,256x128,603748.0000
O0,Broken,ASM,256x128,602988.0000
O0,Broken,ASM,400x300,2314912.0000
O0,Broken,ASM,400x300,2242333.0000
O0,Broken,ASM,400x300,2396404.0000
O0,Broken,ASM,400x300,2230813.0000
O0,Broken,ASM,400x300,2223039.0000
O0,Broken,ASM,400x300,2230986.0000
O0,Broken,ASM,400x300,2210992.0000
O0,Broken,ASM,400x300,2234040.0000
O0,Broken,ASM,400x300,2254780.0000
O0,Broken,ASM,400x300,2244859.0000
O0,Broken,ASM,400x300,2211567.0000
O0,Broken,ASM,400x300,2246511.0000
O0,Broken,ASM,400x300,2234153.0000
O0,Broken,ASM,400x300,2214311.0000
O0,Broken,ASM,400x300,2292667.0000
O0,Broken,ASM,400x300,2230700.0000
O0,Broken,ASM,400x300,2214220.0000
O0,Broken,ASM,400x300,2222585.0000
O0,Broken,ASM,400x300,2594819.0000
O0,Broken,ASM,400x300,2248556.0000
O0,Broken,ASM,400x300,2586228.0000
O0,Broken,ASM,400x300,2230289.0000
O0,Broken,ASM,400x300,2231099.0000
O0,Broken,ASM,400x300,2286467.0000
O0,Broken,ASM,400x300,2244158.0000
O0,Broken,ASM,400x300,2279757.0000
O0,Broken,ASM,400x300,2212988.0000
O0,Broken,ASM,400x300,2214231.0000
O0,Broken,ASM,400x300,2212811.0000
O0,Broken,ASM,400x300,2211543.0000
O0,Broken,ASM,512x256,2815872.0000
O0,Broken,ASM,512x256,2911495.0000
O0,Broken,ASM,512x256,2422841.0000
O0,Broken,ASM,512x256,2640834.0000
O0,Broken,ASM,512x256,2427900.0000
O0,Broken,ASM,512x256,2481234.0000
O0,Broken,ASM,512x256,2427151.0000
O0,Broken,ASM,512x256,2422364.0000
O0,Broken,ASM,512x256,2410356.0000
O0,Broken,ASM,512x256,2419566.0000
O0,Broken,ASM,512x256,2426906.0000
O0,Broken,ASM,512x256,2511014.0000
O0,Broken,ASM,512x256,2435602.0000
O0,Broken,ASM,512x256,2445860.0000
O0,Broken,ASM,512x256,2420680.0000
O0,Broken,ASM,512x256,2411707.0000
O0,Broken,ASM,512x256,2457465.0000
O0,Broken,ASM,512x256,2432421.0000
O0,Broken,ASM,512x256,2417261.0000
O0,Broken,ASM,512x256,2421942.0000
O0,Broken,ASM,512x256,2423642.0000
O0,Broken,ASM,512x256,2635981.0000
O0,Broken,ASM,512x256,2469689.0000
O0,Broken,ASM,512x256,2436015.0000
O0,Broken,ASM,512x256,2418898.0000
O0,Broken,ASM,512x256,2442373.0000
O0,Broken,ASM,512x256,2479150.0000
O0,Broken,ASM,512x256,2432425.0000
O0,Broken,ASM,512x256,2447273.0000
O0,Broken,ASM,512x256,2453927.0000
O0,Broken,ASM,800x600,10811909.0000
O0,Broken,ASM,800x600,9199098.0000
O0,Broken,ASM,800x600,9220817.0000
O0,Broken,ASM,800x600,9739511.0000
O0,Broken,ASM,800x600,11193978.0000
O0,Broken,ASM,800x600,9129187.0000
O0,Broken,ASM,800x600,9077128.0000
O0,Broken,ASM,800x600,9267016.0000
O0,Broken,ASM,800x600,8996730.0000
